,Puesto,Colegio,Calendario,Evaluados,Promedio_Total,Matematica,DE_Matematica,Quimica,DE_Quimica,Fisica,DE_Fisica,Biologia,DE_Biologia,Filosofia,DE_Filosofia,Ingles,DE_Ingles,Lenguaje,DE_Lenguaje,Sociales,DE_Sociales,Municipio,Departamento,Jornada,Oficial
111,112,AMERICAN SCHOOL SAINT FRANCES,A,11,61.6,65.2,12.9,58.0,5.3,59.4,14.1,62.6,10.2,51.5,6.3,77.2,9.2,59.5,6.9,59.2,8.5,TUNJA,BOYACA,COMPLETA U ORDINARIA,NO
112,113,SAN IGNACIO DE LOYOLA,A,119,61.5,74.7,13.4,57.1,6.9,60.3,9.3,58.2,8.2,48.8,8.7,75.8,11.3,57.7,6.7,59.4,8.3,MEDELLIN,ANTIOQUIA,MAÑANA,NO
113,114,PANAMERICANO,B,36,61.5,64.9,12.3,55.5,6.2,61.4,11.8,56.1,7.7,51.1,10.4,87.4,8.3,58.5,6.2,57.0,6.1,FLORIDABLANCA,SANTANDER,MAÑANA,NO
114,115,INST. ALEX.VON HUMBOLDT,A,53,61.5,70.7,14.2,60.0,7.0,58.4,13.5,61.7,10.2,52.6,8.1,69.5,14.2,60.1,7.8,58.6,9.7,BARRANQUILLA,ATLANTICO,COMPLETA U ORDINARIA,SI
115,116,NUEVA INGLATERRA,A,57,61.4,69.3,15.8,57.9,7.2,58.5,8.4,61.4,9.8,51.4,7.4,78.4,10.0,57.8,6.9,56.5,8.3,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
116,117,INTERNACIONAL DE BOGOTA,B,37,61.4,61.6,11.2,58.5,11.6,60.1,15.3,55.5,8.6,54.6,8.7,85.8,8.3,60.5,5.8,54.4,5.6,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
117,118,GIMNASIO EL HONTANAR,A,17,61.3,67.9,12.1,56.7,5.8,57.8,7.1,60.7,9.5,51.4,8.4,79.9,10.1,57.5,6.4,58.3,9.1,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
118,119,LA ARBOLEDA,B,21,61.2,63.4,8.9,56.5,6.1,63.7,17.5,54.1,7.7,55.0,9.2,82.1,8.0,60.7,6.6,54.4,6.0,CALI,VALLE,COMPLETA U ORDINARIA,NO
119,120,ANT. NARIÑO H.H. CORAZONISTAS,A,43,61.2,72.5,14.3,60.7,7.1,59.5,7.9,57.1,7.7,51.0,7.4,70.5,13.1,58.7,5.5,59.4,6.9,BOGOTÁ D.C.,BOGOTA,MAÑANA,NO
120,121,GIMNASIO DEL NORTE,B,45,61.1,62.2,9.6,58.5,6.6,62.0,9.8,57.2,9.4,54.3,9.7,82.5,10.9,58.0,6.0,54.4,5.1,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
121,122,CALASANZ,A,62,61.1,69.0,11.2,58.1,7.5,57.6,7.7,59.7,7.6,51.4,6.5,73.7,10.9,59.9,6.3,59.7,7.3,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
122,123,CENTRO DE EDUCACION EL RECREO,A,20,61.1,71.3,12.3,61.5,6.8,56.2,10.3,60.9,9.3,53.0,6.3,66.4,11.8,60.6,6.1,59.0,8.5,CARTAGENA,BOLIVAR,MAÑANA,NO
123,124,BURECHE,B,38,61.1,63.1,12.7,57.0,6.7,58.0,8.8,55.3,7.3,53.9,11.1,84.8,8.9,60.7,6.5,55.6,5.7,SANTA MARTA,MAGDALENA,MAÑANA,NO
124,125,ALEMAN,B,59,61.0,62.6,10.9,56.9,8.0,61.2,11.1,55.6,8.4,56.4,10.6,79.5,12.9,59.8,7.2,56.4,7.7,BARRANQUILLA,ATLANTICO,COMPLETA U ORDINARIA,NO
125,126,BENNETT,B,43,61.0,64.4,15.0,56.3,7.2,59.5,15.3,54.9,8.4,52.3,11.4,85.2,8.2,59.8,6.1,55.5,7.2,CALI,VALLE,MAÑANA,NO
126,127,BILINGÜE DIVINO NIÑO,A,19,60.9,66.7,10.7,58.3,6.0,57.9,8.8,63.1,6.9,53.3,9.9,74.2,10.6,57.8,6.0,56.0,6.3,BUCARAMANGA,SANTANDER,COMPLETA U ORDINARIA,NO
127,128,INST. NIÑO JESUS DE PRAGA,B,1,60.9,78.0,0.0,60.0,0.0,68.0,0.0,57.0,0.0,46.0,0.0,88.0,0.0,46.0,0.0,44.0,0.0,POPAYAN,CAUCA,COMPLETA U ORDINARIA,NO
128,129,LA CANDELARIA,B,41,60.8,62.9,11.2,55.0,4.8,59.8,11.2,55.6,6.1,55.6,12.8,81.1,11.6,61.3,5.9,55.5,6.1,BOGOTÁ D.C.,BOGOTA,MAÑANA,NO
129,130,LACORDAIRE,B,74,60.8,66.7,15.7,59.4,9.4,64.4,12.4,57.9,7.8,54.4,14.3,67.7,13.6,59.3,8.3,56.8,9.1,CALI,VALLE,MAÑANA,NO
130,131,BILINGÜE RICHMOND,B,45,60.8,63.2,13.5,55.6,5.9,59.6,9.8,56.4,9.0,52.5,10.4,84.4,8.0,59.6,5.8,55.2,7.4,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
131,132,FUNDACION LICEO INGLES,B,30,60.7,61.8,6.9,55.3,4.6,63.1,9.6,53.7,7.1,52.3,7.3,84.9,8.5,59.8,5.0,55.0,4.8,PEREIRA,RISARALDA,COMPLETA U ORDINARIA,NO
132,133,JORGE WASHINGTON,B,36,60.7,63.4,12.8,55.6,5.4,57.9,10.8,55.4,9.3,51.6,9.8,87.5,8.7,59.9,6.2,54.6,7.5,CARTAGENA,BOLIVAR,COMPLETA U ORDINARIA,NO
133,134,SAN ALBERTO MAGNO,A,17,60.7,68.3,13.5,60.0,4.9,59.8,6.9,59.8,6.3,51.0,6.3,68.9,9.6,59.7,7.3,58.4,8.7,ZIPAQUIRA,CUNDINAMARCA,COMPLETA U ORDINARIA,NO
134,135,KARL C. PARRISH,B,40,60.7,68.0,14.8,55.3,8.1,60.0,13.5,52.2,6.5,49.5,12.8,88.7,7.8,59.6,9.2,52.6,7.8,BARRANQUILLA,ATLANTICO,COMPLETA U ORDINARIA,NO
135,136,COL. DEL SAGRADO CORAZON,A,123,60.7,68.8,12.5,60.9,6.2,59.0,9.4,60.8,9.7,50.6,7.8,71.8,13.6,56.2,5.8,57.7,8.5,BARRANQUILLA,ATLANTICO,COMPLETA U ORDINARIA,NO
136,137,SAG.COR. DE JESUS BETHLEMITAS,A,87,60.7,66.2,10.8,57.4,5.5,54.8,7.2,58.1,6.3,55.0,6.6,74.4,12.5,61.0,6.9,58.7,6.1,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
137,138,AGUSTINIANO CIUDAD SALITRE,A,122,60.7,68.0,12.9,57.5,6.6,57.3,9.9,59.2,8.2,50.9,8.2,73.7,12.1,60.0,7.0,58.9,8.3,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
138,139,ROCHESTER,B,76,60.7,62.9,12.0,54.6,6.7,58.2,11.1,57.6,8.2,51.9,9.2,85.6,8.6,59.4,6.3,55.3,5.9,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
139,140,HEBREO JORGE ISAACS,B,14,60.6,61.7,8.9,59.9,10.5,60.9,8.3,54.4,6.8,53.4,9.7,80.3,10.9,59.6,6.5,54.7,6.7,CALI,VALLE,MAÑANA,NO
140,141,FONTAN,F(2),8,60.6,66.5,11.4,56.6,5.2,59.4,4.9,58.6,11.3,49.4,6.3,78.1,10.6,58.3,5.5,57.9,5.0,MEDELLIN,ANTIOQUIA,COMPLETA U ORDINARIA,NO
141,142,GIMNASIO LOS CAOBOS,B,87,60.4,64.8,12.7,55.5,6.8,59.9,10.7,53.2,7.7,55.5,9.6,81.3,10.2,58.9,6.6,53.9,7.4,CHIA,CUNDINAMARCA,COMPLETA U ORDINARIA,NO
142,143,ASPAEN GIMNASIO SAUCARA,A,24,60.4,69.5,16.5,57.0,7.5,57.9,10.2,58.0,9.2,48.6,7.1,75.3,10.2,56.5,7.5,60.1,10.4,PIEDECUESTA,SANTANDER,COMPLETA U ORDINARIA,NO
143,144,GIMNASIO CAMPESTRE SAN RAFAEL,B,17,60.3,61.8,14.2,58.7,3.6,59.5,9.4,53.4,6.1,54.5,9.8,80.8,8.5,59.0,4.4,55.0,4.9,TENJO,CUNDINAMARCA,COMPLETA U ORDINARIA,NO
144,145,ALEMAN,A,83,60.2,65.4,13.0,56.5,5.6,55.1,7.0,60.6,7.6,49.2,8.3,79.8,9.0,56.4,5.9,59.0,8.3,ITAGUI,ANTIOQUIA,COMPLETA U ORDINARIA,NO
145,146,INGLES DE LOS ANDES,B,22,60.2,63.9,11.3,58.5,4.7,62.1,9.0,53.6,6.9,53.8,9.1,79.7,10.4,58.6,7.1,51.8,6.6,CALI,VALLE,COMPLETA U ORDINARIA,NO
146,147,EMMANUEL D'ALZON,A,51,60.2,67.2,12.1,59.2,6.5,57.7,8.6,57.6,7.4,49.2,6.3,73.9,10.9,57.8,5.9,59.2,8.7,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
147,148,GIMNASIO LOS ANDES,A,101,60.2,66.6,12.8,58.1,6.7,56.2,9.1,58.1,7.9,51.6,7.6,74.6,11.4,58.7,6.6,57.9,7.2,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
148,149,JUAN BAUTISTA MARIA VIANNEY,A,45,60.1,74.8,9.3,61.4,6.1,65.9,7.0,60.8,7.3,48.2,5.8,56.0,8.5,56.3,5.6,57.4,6.6,PAIPA,BOYACA,MAÑANA,NO
149,150,ASPAEN GIMNASIO LA FRAGUA,A,40,60.1,69.4,15.5,58.0,6.2,60.8,9.6,59.8,9.3,48.0,7.0,70.5,13.1,56.0,8.1,58.5,8.3,NEIVA,HUILA,COMPLETA U ORDINARIA,NO
150,151,SAN FRANCISCO JAVIER,B,93,60.0,64.4,13.4,60.1,7.5,63.3,9.7,54.9,8.0,54.1,10.0,68.0,15.5,60.2,6.6,55.3,7.1,PASTO,NARIÑO,COMPLETA U ORDINARIA,NO
151,152,GIMNASIO SAN DIEGO,A,18,60.0,63.9,11.8,55.9,6.0,59.9,8.5,59.7,6.7,49.0,5.1,72.1,10.7,59.4,8.4,60.2,8.0,FLORIDABLANCA,SANTANDER,MAÑANA,NO
152,153,SAN BARTOLOME,A,134,60.0,69.4,12.1,59.0,6.6,55.3,7.7,58.6,7.8,52.3,7.4,68.7,11.0,59.0,6.6,57.7,6.6,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
153,154,FRANCISCANO SAN LUIS REY,A,80,60.0,70.1,13.1,60.3,6.4,60.6,8.2,57.8,6.8,48.5,6.9,66.5,12.9,57.4,6.4,58.7,7.9,ARMENIA,QUINDIO,COMPLETA U ORDINARIA,NO
154,155,LA SALLE,A,151,60.0,68.0,13.6,59.3,7.8,56.4,8.1,58.4,8.2,51.5,7.6,72.2,10.8,57.5,6.1,56.5,7.5,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
155,156,HERALDOS DEL EVANGELIO,A,5,60.0,61.2,12.9,63.0,13.3,58.2,10.9,62.4,4.1,55.4,6.8,66.4,8.4,53.4,5.3,59.6,5.0,TOCANCIPA,CUNDINAMARCA,COMPLETA U ORDINARIA,NO
156,157,MAYOR DE LOS ANDES,B,35,59.9,60.3,12.0,54.2,6.0,60.7,9.6,54.4,6.9,53.9,12.1,79.6,10.2,59.1,5.6,57.3,6.4,CAJICA,CUNDINAMARCA,COMPLETA U ORDINARIA,NO
157,158,COMUNIDAD COL. JESUS MARIA,A,67,59.9,67.8,14.7,57.0,7.7,56.9,9.0,57.9,8.2,49.8,7.8,72.5,12.7,60.0,6.5,57.3,8.7,MEDELLIN,ANTIOQUIA,COMPLETA U ORDINARIA,NO
158,159,BILINGÜE SANTA MARTA,B,43,59.9,64.2,9.6,54.3,5.8,57.4,10.2,54.2,6.8,52.0,10.4,83.4,8.7,58.4,5.0,55.3,6.4,SANTA MARTA,MAGDALENA,COMPLETA U ORDINARIA,NO
159,160,NUEVO COL. DEL PRADO,A,66,59.9,69.5,12.9,60.1,7.0,57.6,8.2,59.2,6.5,50.8,8.1,69.3,11.3,56.6,6.5,55.9,6.9,BARRANQUILLA,ATLANTICO,MAÑANA,NO
160,161,SAN LUIS GONZAGA,B,110,59.8,64.1,12.2,56.7,6.1,61.4,12.5,54.0,8.8,56.2,13.4,72.5,14.0,59.0,6.5,54.7,6.0,MANIZALES,CALDAS,COMPLETA U ORDINARIA,NO
161,162,JOSE MARIA BERRIO,A,18,59.8,70.4,12.5,57.8,8.5,55.0,5.3,55.8,7.0,47.3,5.6,77.2,10.6,55.9,5.6,59.0,9.7,SABANETA,ANTIOQUIA,COMPLETA U ORDINARIA,NO
162,163,SAN JOSE DE LAS VEGAS,A,112,59.8,64.3,12.0,55.0,6.1,53.7,7.1,57.8,7.6,51.1,7.0,78.1,12.0,60.0,6.1,58.4,8.1,MEDELLIN,ANTIOQUIA,COMPLETA U ORDINARIA,NO
163,164,NUEVA ALIANZA INTEGRAL,A,31,59.8,67.8,12.3,60.0,5.6,57.1,8.7,61.1,9.2,50.5,5.1,63.3,12.6,60.0,5.6,58.3,9.4,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
164,165,INST. MUSICAL DIEGO ECHAVARRIA,A,8,59.7,63.4,11.8,55.8,8.0,57.1,8.3,54.0,8.5,48.6,7.6,80.6,11.4,60.1,6.2,57.9,6.6,MEDELLIN,ANTIOQUIA,COMPLETA U ORDINARIA,NO
165,166,VICTORIA S.A.,B,18,59.7,63.8,9.0,51.0,5.5,58.8,7.2,55.0,7.2,52.2,8.8,82.8,7.9,59.8,6.1,54.2,6.4,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
166,167,FONTAN,F(1),6,59.7,60.3,8.2,55.3,10.0,61.2,8.5,55.8,6.0,56.8,8.5,79.0,11.3,53.5,4.6,55.5,5.6,MEDELLIN,ANTIOQUIA,COMPLETA U ORDINARIA,NO
167,168,LOS ANDES,B,17,59.6,70.3,16.2,59.9,8.9,61.6,11.0,57.7,8.0,51.4,12.3,64.0,17.1,56.4,7.9,55.7,7.0,POPAYAN,CAUCA,COMPLETA U ORDINARIA,NO
168,169,GIMNASIO MOMPIANO,A,7,59.6,61.9,11.1,59.3,7.4,57.3,10.5,62.6,9.9,51.7,8.2,68.7,14.2,59.0,7.8,56.6,9.2,CARTAGENA,BOLIVAR,MAÑANA,NO
169,170,SAN JOSE,B,14,59.5,60.2,12.9,54.4,6.6,53.4,9.6,53.2,8.1,55.5,8.6,84.3,9.7,59.9,6.4,55.2,7.3,CAJICA,CUNDINAMARCA,COMPLETA U ORDINARIA,NO
170,171,LA PRESENTACION,A,96,59.4,64.7,13.2,57.7,7.9,58.3,9.9,61.2,8.5,51.4,7.3,68.2,13.3,56.5,6.3,57.2,8.1,BUCARAMANGA,SANTANDER,MAÑANA,NO
171,172,SAN PATRICIO,A,33,59.4,63.8,9.6,56.1,4.1,54.8,8.2,56.6,5.2,52.5,5.4,75.1,9.5,58.4,5.1,57.9,6.4,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
172,173,CALASANZ,A,70,59.4,68.8,10.6,55.1,6.0,56.5,7.4,56.5,7.3,50.7,5.7,71.0,12.1,58.2,5.4,58.3,7.4,PEREIRA,RISARALDA,MAÑANA,NO
173,174,CALASANZ,F(1),19,59.3,63.7,8.7,55.9,5.8,60.2,10.3,56.5,6.9,56.8,10.5,68.6,13.5,58.2,6.1,54.6,5.5,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
174,175,INGLES,A,17,59.2,68.5,16.9,57.2,7.1,55.5,8.8,58.1,7.4,49.1,7.6,75.0,7.9,56.2,7.9,54.2,11.6,IBAGUE,TOLIMA,COMPLETA U ORDINARIA,NO
175,176,LICEO V.A.L. VIDA AMOR Y LUZ,F(2),21,59.2,64.0,9.1,58.7,6.5,54.6,9.1,58.9,6.3,50.1,5.0,75.7,11.6,57.3,6.0,54.5,6.3,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
176,177,GIM. AL. FRIEDRICH VON SCHILLER,B,10,59.2,61.2,10.2,54.5,7.9,55.1,9.0,56.1,8.7,50.7,11.3,83.5,12.9,55.5,4.3,56.6,8.3,CAJICA,CUNDINAMARCA,COMPLETA U ORDINARIA,NO
177,178,SAN JOSE,B,69,59.1,63.8,10.5,56.3,6.5,60.2,11.6,54.6,7.2,53.6,11.1,73.1,15.6,57.3,6.5,54.3,7.8,BARRANQUILLA,ATLANTICO,COMPLETA U ORDINARIA,NO
178,179,ESPIRITU SANTO,A,43,59.1,65.0,12.9,57.2,7.1,58.4,7.2,60.1,6.9,50.1,6.8,68.1,11.9,56.8,5.8,57.4,7.3,VILLAVICENCIO,META,MAÑANA,NO
179,180,GIMNASIO CAMPESTRE DEL NORTE,A,25,59.1,65.6,10.6,56.2,6.8,56.0,8.7,58.2,7.5,53.6,7.4,69.2,12.2,57.9,6.1,56.2,7.5,TUNJA,BOYACA,COMPLETA U ORDINARIA,NO
180,181,COLOMBO INGLES DEL HUILA,A,44,59.1,69.8,12.9,56.4,5.2,57.1,7.8,57.2,7.7,51.9,7.9,67.5,11.1,57.8,5.6,55.1,8.2,NEIVA,HUILA,COMPLETA U ORDINARIA,NO
181,182,ASPAEN GIMNASIO HORIZONTES,B,18,59.1,63.4,11.0,56.2,4.9,60.3,9.9,58.2,10.9,52.5,11.8,73.6,9.8,53.8,7.3,54.6,7.7,MANIZALES,CALDAS,COMPLETA U ORDINARIA,NO
182,183,INST. ED. COL. CUMBRES,A,93,59.1,65.3,13.0,56.7,7.9,52.9,8.6,55.5,9.6,50.2,8.1,79.0,10.2,55.7,7.2,57.1,9.9,ENVIGADO,ANTIOQUIA,COMPLETA U ORDINARIA,NO
183,184,LOS TRÉBOLES,B,23,59.0,58.3,9.6,56.1,7.6,59.1,9.2,54.7,7.8,52.3,15.3,79.1,12.3,59.0,5.5,53.8,6.0,CHIA,CUNDINAMARCA,COMPLETA U ORDINARIA,NO
184,185,NUEVO GIMNASIO SCHOOL,A,29,58.9,65.5,12.5,56.5,6.8,58.0,8.4,57.8,8.2,50.0,6.5,70.2,11.8,57.6,5.6,55.8,8.3,VILLAVICENCIO,META,COMPLETA U ORDINARIA,NO
185,186,LICEO TALLER SAN MIGUEL S.A.S,B,34,58.9,63.0,14.1,55.1,7.4,59.5,10.6,53.4,8.3,50.4,11.2,77.9,13.2,58.7,6.0,53.3,8.0,PEREIRA,RISARALDA,COMPLETA U ORDINARIA,NO
186,187,SAGRADO CORAZON DE JESUS,B,49,58.9,62.1,12.1,56.7,4.9,60.9,10.8,53.7,7.0,57.4,9.7,66.7,14.1,58.8,6.7,55.1,7.1,PALMIRA,VALLE,MAÑANA,NO
187,188,COLOMBO BRITANICO,A,104,58.9,66.1,12.4,54.7,7.3,58.1,10.5,55.4,7.4,48.6,8.5,76.9,9.8,56.0,6.2,55.3,8.2,ENVIGADO,ANTIOQUIA,COMPLETA U ORDINARIA,NO
188,189,BRITANICO - THE BRITISH SCHOOL,B,24,58.8,63.3,12.2,53.1,8.1,57.6,10.2,54.1,6.9,52.8,16.0,76.9,8.7,57.6,8.1,55.3,6.6,CALI,VALLE,COMPLETA U ORDINARIA,NO
189,190,LICEO PINO VERDE,A,14,58.8,67.2,10.2,53.3,8.7,54.1,12.3,55.4,11.7,48.1,8.0,77.6,12.7,56.6,8.5,58.2,9.0,PEREIRA,RISARALDA,COMPLETA U ORDINARIA,NO
190,191,LICEO DE CERVANTES EL RETIRO,A,61,58.8,70.7,14.6,56.5,8.0,55.2,10.3,57.0,7.5,49.3,7.2,70.7,13.6,54.8,6.4,55.9,8.1,BOGOTÁ D.C.,BOGOTA,MAÑANA,NO
191,192,INST. TECNICO CENTRAL,A,147,58.8,70.7,12.4,58.2,5.5,55.8,6.8,56.5,5.9,50.4,7.4,61.4,10.8,58.4,5.7,58.8,6.6,BOGOTÁ D.C.,BOGOTA,MAÑANA,SI
192,193,GLENN DOMAN ESCUELA PRECOZ,A,8,58.7,62.8,10.9,54.0,3.5,57.6,6.0,58.6,4.6,51.1,10.2,71.5,11.4,59.0,9.6,55.3,10.6,FLORIDABLANCA,SANTANDER,COMPLETA U ORDINARIA,NO
193,194,SAN JOSE DE LAS VEGAS,A,62,58.7,67.0,12.2,53.8,6.6,54.9,7.4,57.4,7.5,49.1,7.1,72.0,12.7,58.1,6.2,57.6,7.4,RETIRO,ANTIOQUIA,COMPLETA U ORDINARIA,NO
194,195,MARYMOUNT,A,49,58.7,64.3,12.7,52.0,6.0,52.1,8.5,54.8,7.6,49.7,6.4,83.0,8.4,57.4,6.8,56.5,7.1,MEDELLIN,ANTIOQUIA,COMPLETA U ORDINARIA,NO
195,196,MONTESSORI,A,45,58.7,60.0,11.2,56.4,7.3,53.7,6.5,56.6,8.2,51.2,7.7,75.1,10.4,56.9,6.0,59.9,8.1,CARTAGENA,BOLIVAR,MAÑANA,NO
196,197,LA NUEVA ESPERANZA,A,46,58.7,69.9,15.9,56.2,6.0,56.2,10.1,57.1,8.2,51.8,6.4,63.7,13.1,56.0,6.6,58.6,8.1,TURBACO,BOLIVAR,MAÑANA,NO
197,198,GIMNASIO EMILIO DE BRIGARD,F(1),1,58.6,59.0,0.0,60.0,0.0,62.0,0.0,51.0,0.0,50.0,0.0,83.0,0.0,54.0,0.0,50.0,0.0,BOGOTÁ D.C.,BOGOTA,MAÑANA,NO
198,199,GIMNASIO NICOLAS DE FEDERMAN,A,10,58.6,62.1,17.9,55.2,5.6,54.8,7.1,57.9,7.7,53.6,5.2,70.7,8.5,58.0,4.7,56.5,9.4,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
199,200,GIMNASIO ALTAIR DE CARTAGENA,A,47,58.5,61.2,9.9,57.7,6.9,55.1,7.8,58.4,6.1,49.6,7.5,73.8,9.5,56.1,5.2,56.5,8.2,CARTAGENA,BOLIVAR,COMPLETA U ORDINARIA,NO
200,201,INTERNATIONAL BERCKLEY SCHOOL,B,25,58.5,58.9,12.2,58.5,7.0,60.2,15.0,53.2,6.6,49.4,12.7,77.9,13.1,57.3,6.5,52.9,8.6,PUERTO COLOMBIA,ATLANTICO,COMPLETA U ORDINARIA,NO
201,202,GIMNASIO CALIBIO,B,10,58.5,62.3,12.8,55.6,8.0,57.6,13.2,58.8,14.0,56.4,13.0,65.1,12.3,60.9,7.7,51.5,8.0,POPAYAN,CAUCA,COMPLETA U ORDINARIA,NO
202,203,INSTITUTO JORGE ROBLEDO,A,44,58.5,63.6,12.4,56.2,6.7,56.3,8.5,56.4,8.1,46.6,8.7,75.9,10.3,56.3,5.8,56.8,7.6,MEDELLIN,ANTIOQUIA,COMPLETA U ORDINARIA,NO
203,204,LICEO UNIV. CATOLICA,A,33,58.5,64.6,9.6,57.6,6.0,55.5,8.7,57.5,10.1,51.8,6.5,68.1,11.0,57.7,7.5,55.3,7.9,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
204,205,LICEO UNIV. DE NARIÑO,A,79,58.5,69.1,12.3,59.8,6.4,56.0,7.3,58.3,8.0,49.8,7.1,59.4,13.5,58.2,6.3,57.2,7.9,PASTO,NARIÑO,COMPLETA U ORDINARIA,SI
205,206,LICEO CAMBRIDGE,A,50,58.4,63.5,12.3,56.3,6.6,55.2,8.2,55.5,7.0,49.5,7.6,73.2,10.3,56.2,5.5,57.5,8.4,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
206,207,CENCABO,F(2),1,58.4,59.0,0.0,49.0,0.0,55.0,0.0,56.0,0.0,53.0,0.0,75.0,0.0,55.0,0.0,65.0,0.0,BOGOTÁ D.C.,BOGOTA,NOCHE,NO
207,208,CAMPESTRE GOYAVIER,A,14,58.4,60.4,10.4,55.9,5.4,57.9,5.5,62.1,8.4,51.1,7.9,62.9,8.6,60.8,8.2,56.0,9.5,FLORIDABLANCA,SANTANDER,COMPLETA U ORDINARIA,NO
208,209,SAGRADO CORAZON DE JESUS,A,46,58.4,64.3,12.6,58.5,8.7,57.2,9.3,57.9,9.0,52.0,6.9,64.3,14.4,58.5,5.5,54.2,7.9,BUCARAMANGA,SANTANDER,MAÑANA,NO
209,210,SANTO ANGEL DE LA GUARDA,A,48,58.4,66.4,14.4,57.6,5.3,55.1,6.2,59.1,8.0,50.5,6.0,66.2,11.5,57.9,6.4,54.3,7.4,CUCUTA,NORTE SANTANDER,MAÑANA,NO
210,211,AMIGOS INST. JEAN PIAGET,A,24,58.3,68.3,11.7,57.0,6.1,53.6,7.1,58.0,6.6,53.8,8.4,65.2,10.8,53.8,5.6,57.0,5.0,FLORENCIA,CAQUETA,COMPLETA U ORDINARIA,NO
211,212,LA MERCED,A,89,58.3,64.3,12.6,61.0,7.7,58.7,8.5,57.1,7.8,51.2,7.7,62.8,13.0,56.6,6.1,54.9,7.5,BUCARAMANGA,SANTANDER,COMPLETA U ORDINARIA,NO
212,213,INSTITUTO SAN PABLO APOSTOL,A,37,58.3,65.4,14.8,58.4,6.7,56.0,9.9,56.0,8.5,52.3,7.8,65.0,11.0,57.7,5.5,55.5,7.8,BOGOTÁ D.C.,BOGOTA,MAÑANA,NO
213,214,NEIL ARMSTRONG,A,23,58.2,65.4,15.5,56.0,6.9,57.4,7.3,55.7,8.4,47.8,8.0,71.0,13.0,56.2,5.7,56.2,8.3,VILLAVICENCIO,META,COMPLETA U ORDINARIA,NO
214,215,GIMNASIO PONTEVEDRA,A,10,58.2,65.7,15.6,54.0,6.6,56.8,11.3,56.9,7.2,49.0,7.3,67.5,16.3,58.3,7.5,57.3,7.1,BUCARAMANGA,SANTANDER,COMPLETA U ORDINARIA,NO
215,216,LA CONCEPCION,A,31,58.2,65.0,10.8,54.4,6.8,54.6,7.0,57.4,7.1,50.5,8.8,66.6,11.4,59.8,7.1,57.1,8.3,CARTAGENA,BOLIVAR,COMPLETA U ORDINARIA,NO
216,217,FUND.ED. DE MONTELIBANO,A,58,58.1,65.6,13.2,56.5,7.0,56.1,9.2,54.8,7.8,51.5,8.4,66.7,13.2,57.3,6.4,56.4,8.7,MONTELIBANO,CORDOBA,COMPLETA U ORDINARIA,NO
217,218,NUESTRA SEÑ. DEL BUEN CONSEJO,A,86,58.1,61.5,12.2,59.2,6.2,56.1,7.7,56.1,7.4,51.1,7.5,70.0,11.4,56.5,6.1,54.3,6.7,BOGOTÁ D.C.,BOGOTA,MAÑANA,NO
218,219,ASPAEN GIMNASIO YUMANA,A,30,58.1,62.5,12.4,56.0,7.4,55.1,7.7,56.9,9.7,50.2,6.5,70.8,13.0,56.3,7.3,57.0,9.8,NEIVA,HUILA,COMPLETA U ORDINARIA,NO
219,220,GIMNASIO CAMPESTRE,A,58,58.1,63.8,9.8,56.3,6.4,55.1,7.7,55.6,7.9,49.1,7.8,70.3,13.2,57.7,6.1,56.8,7.1,MONTERIA,CORDOBA,COMPLETA U ORDINARIA,NO
220,221,LONDRES,A,12,58.1,63.2,13.4,53.3,3.7,58.3,7.1,58.7,8.1,46.1,8.7,70.1,13.0,56.5,6.5,58.6,7.1,SABANETA,ANTIOQUIA,COMPLETA U ORDINARIA,NO
221,222,LICEO JUVENIL,B,9,58.1,64.1,14.1,52.7,9.0,57.3,10.4,54.4,7.9,54.0,13.3,67.9,17.4,57.6,9.9,56.4,6.3,BUGA,VALLE,COMPLETA U ORDINARIA,NO
