codinst,nombre,cod_municipio,municipio,departamento,calendario,naturaleza,jornada,matematica,quimica,fisica,biologia,filosofia,ingles,lenguaje,sociales,de_matematica,de_quimica,de_fisica,de_biologia,de_filosofia,de_ingles,de_lenguaje,de_sociales,evaluados,periodo
001644,LICEO COCORNA,05197,COCORNA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,45.15,49.02,48.15,46.38,42.37,46.83,47.69,46.29,9.75,9.24,9.62,7.30,8.67,8.15,6.02,7.58,52,20132
001651,INSTITUCION EDUCATIVA PRESBITERO LIBARDO AGUIRRE,05206,CONCEPCION,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,41.78,39.83,40.00,45.30,37.26,40.70,46.26,44.48,10.27,7.10,10.13,4.86,8.05,6.29,6.81,7.86,23,20132
001669,LICEO DE JESUS,05209,CONCORDIA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,43.67,43.48,45.83,41.65,34.40,43.35,47.57,43.88,8.13,6.95,8.16,7.30,8.37,6.24,6.27,7.19,75,20132
001677,INSTITUCION EDUCATIVA PRESBITERO BERNARDO MONTOYA GIRALDO,05212,COPACABANA,ANTIOQUIA,A,OFICIAL,MAÑANA,45.62,45.54,45.49,45.68,41.45,42.99,49.65,45.55,10.01,7.37,9.26,6.51,9.21,6.95,6.29,7.18,179,20132
001685,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,05212,COPACABANA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,51.02,53.33,53.73,49.53,48.54,56.99,56.64,53.31,8.82,6.83,11.46,6.92,8.67,9.22,6.81,7.15,96,20132
001693,COLEGIO COOPERATIVO JUAN DEL CORRAL,05212,COPACABANA,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,49.41,47.73,50.10,48.00,43.84,52.47,52.78,49.67,9.95,8.18,10.30,7.43,9.46,12.81,8.43,10.89,49,20132
001701,INSTITUCION EDUCATIVA SAN LUIS GONZAGA,05212,COPACABANA,ANTIOQUIA,A,OFICIAL,MAÑANA,50.13,48.29,50.15,47.69,42.15,46.69,49.53,46.34,10.95,8.86,10.76,6.76,8.36,10.25,7.90,7.83,124,20132
001727,LICEO JUAN H WHITE,05234,DABEIBA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,43.84,44.56,44.11,42.45,38.67,39.69,46.14,42.98,8.39,6.88,8.18,7.50,7.14,5.21,5.55,6.00,64,20132
001735,INSTITUCION EDUCATIVA DON MATIAS,05237,DON MATIAS,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,45.89,44.60,46.23,45.74,43.13,46.44,50.31,46.25,8.65,7.03,9.71,6.59,8.61,7.56,6.37,6.93,84,20132
001743,INSTITUCION EDUCATIVA URBANA SAN JOSE,05240,EBEJICO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,43.64,44.10,42.92,43.60,39.30,43.58,47.12,43.92,9.92,7.96,10.38,7.48,7.16,5.59,6.76,7.37,50,20132
001768,INSTITUCION EDUCATIVA ENTRERRIOS,05264,ENTRERRIOS,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,49.41,46.39,50.88,47.49,41.43,48.00,50.63,49.13,11.88,8.26,10.46,6.98,7.97,8.98,7.07,6.53,76,20132
001776,COLEGIO BENEDICTINO DE SANTA MARIA,05266,ENVIGADO,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,63.17,57.38,55.94,52.21,47.58,73.19,55.00,54.83,11.39,8.50,9.82,8.56,8.81,14.84,6.91,9.35,48,20132
001784,COLEGIO COLOMBO BRITANICO,05266,ENVIGADO,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,62.24,55.60,60.98,52.82,47.50,76.43,56.86,53.11,12.62,11.07,12.39,6.58,7.98,12.35,6.10,7.62,122,20132
001792,COLEGIO DE LA PRESENTACION,05266,ENVIGADO,ANTIOQUIA,A,NO OFICIAL,MAÑANA,50.88,49.19,49.85,50.55,47.32,57.77,54.38,50.80,9.77,7.13,8.34,7.55,7.74,14.26,6.62,8.10,111,20132
001818,COLEGIO LA SALLE,05266,ENVIGADO,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,56.64,53.90,53.00,52.58,47.44,62.31,55.34,52.99,10.91,9.72,12.12,7.39,8.61,15.13,6.05,7.25,126,20132
001826,UNIDAD EDUCATIVA SAN MARCOS UNESAM,05266,ENVIGADO,ANTIOQUIA,A,NO OFICIAL,MAÑANA,60.27,53.80,52.52,52.13,49.04,59.28,55.64,54.96,11.58,8.69,10.37,7.04,10.43,16.66,6.62,9.43,128,20132
001834,COLEGIO TERESIANO,05266,ENVIGADO,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,59.96,55.77,52.85,52.23,48.44,68.23,56.46,52.66,11.81,10.73,11.01,7.03,10.80,15.11,6.26,9.67,79,20132
001867,INSTITUCION EDUCATIVA LA PAZ,05266,ENVIGADO,ANTIOQUIA,A,OFICIAL,MAÑANA,50.98,49.51,49.46,46.80,42.00,49.08,50.44,47.04,9.78,7.72,9.69,7.55,9.57,11.63,6.49,7.22,168,20132
001875,INSTITUCION EDUCATIVA LEON XIII,05541,PEÑOL,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,48.20,45.93,44.90,46.41,42.65,45.62,50.53,46.64,8.68,8.22,9.58,6.65,8.19,6.29,6.62,7.04,139,20132
001883,INSTITUCION EDUCATIVA MANUEL URIBE ANGEL,05266,ENVIGADO,ANTIOQUIA,A,OFICIAL,MAÑANA,46.09,45.15,44.86,46.98,41.56,49.34,50.34,44.36,9.44,7.52,9.38,7.19,8.18,10.96,7.39,6.92,122,20132
001891,LICEO FRANCISCO RESTREPO MOLINA MIXTO,05266,ENVIGADO,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,52.68,51.17,49.26,48.67,43.89,54.03,52.57,48.88,10.76,8.81,11.17,7.27,8.88,13.71,6.85,7.23,187,20132
001909,ESCUELA NORMAL SUPERIOR DE ENVIGADO,05266,ENVIGADO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,49.22,49.43,48.18,48.21,47.27,50.07,52.70,49.45,9.93,8.32,9.76,6.84,8.40,11.99,6.62,7.71,194,20132
001917,ESCUELA NORMAL MARIANO OSPINA RODRIGUEZ,05282,FREDONIA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,40.39,40.73,38.97,43.26,38.67,43.17,45.90,42.87,10.00,5.88,9.42,5.49,8.19,5.63,6.06,6.95,90,20132
001925,INSTITUCION EDUCATIVA  EFE GOMEZ,05282,FREDONIA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,47.01,45.43,44.11,46.57,41.14,44.61,48.46,45.13,8.97,7.44,9.15,5.56,7.83,9.71,7.18,6.98,72,20132
001933,ESCUELA NORMAL PEDRO ANTONIO ELEJALDE,05284,FRONTINO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,40.37,41.35,39.78,42.32,36.57,40.48,45.56,42.78,8.50,6.75,9.75,6.76,8.53,5.18,6.55,6.68,82,20132
001958,INSTITUCION EDUCATIVA MANUEL JOSE SIERRA,05308,GIRARDOTA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,43.20,41.84,42.02,43.46,39.53,43.14,47.05,44.71,7.53,7.34,11.19,8.48,9.27,7.07,6.73,7.58,91,20132
001966,INSTITUCION EDUCATIVA GOMEZ PLATA,05310,GOMEZ PLATA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,47.33,47.36,47.74,46.66,40.52,42.17,49.09,47.47,9.14,7.59,10.59,6.10,7.87,5.26,5.87,7.00,58,20132
001974,INSTITUCION EDUCATIVA JORGE ALBERTO GOMEZ GOMEZ,05313,GRANADA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,45.06,44.25,44.11,44.53,37.88,42.33,47.92,45.05,10.26,8.03,11.06,6.81,7.26,5.42,7.04,6.44,64,20132
001982,INSTITUCION EDUCATIVA SANTO TOMAS DE AQUINO,05318,GUARNE,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,48.62,48.42,46.64,46.93,42.82,50.77,51.08,49.18,10.24,8.75,9.69,7.22,9.48,11.67,7.81,7.89,149,20132
002006,COLEGIO EL ROSARIO,05360,ITAGUI,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,46.98,46.56,44.83,47.56,41.63,47.76,49.00,46.41,9.38,8.97,11.12,7.01,9.78,9.79,8.08,6.59,41,20132
002014,COLEGIO LA INMACULADA,05360,ITAGUI,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,51.90,50.31,48.51,50.31,48.62,57.26,55.13,52.85,10.64,7.45,7.94,6.98,8.71,13.10,6.44,8.64,39,20132
002022,COLEGIO SAN JUAN EUDES,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,45.02,43.98,43.60,44.43,40.19,44.36,48.09,42.96,9.26,7.80,10.00,7.21,7.00,10.31,6.48,5.56,47,20132
002048,INSTITUTO CRISTO REY,05360,ITAGUI,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,46.81,45.65,44.50,45.58,41.25,48.96,50.29,47.63,10.47,9.01,12.35,9.27,10.01,11.90,6.62,6.86,52,20132
002055,INSTITUCION EDUCATIVA CONCEJO MUNICIPAL,05360,ITAGUI,ANTIOQUIA,A,OFICIAL,TARDE,49.81,49.70,48.82,46.77,43.16,47.03,50.89,49.59,10.34,8.85,9.50,7.57,8.38,9.10,6.84,8.22,237,20132
002063,INSTITUCION EDUCATIVA SAN JOSE,05360,ITAGUI,ANTIOQUIA,A,OFICIAL,MAÑANA,49.23,48.01,48.03,46.72,42.85,47.71,53.14,49.15,9.60,8.02,9.09,7.14,8.41,9.61,6.82,7.44,212,20132
002071,LICEO DEPARTAMENTAL INTEGRADO ENRIQUE VELEZ ESCOBAR,05360,ITAGUI,ANTIOQUIA,A,OFICIAL,MAÑANA,46.85,46.09,44.42,45.76,41.38,46.14,50.22,46.09,9.98,8.26,9.10,7.55,9.83,10.03,6.44,6.99,127,20132
002097,LICEO DEPARTAMENTAL PEDRO NEL OSPINA,05361,ITUANGO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,43.45,41.32,37.20,41.62,37.67,39.88,45.71,41.04,8.34,5.90,10.73,6.75,8.36,6.80,6.32,6.67,113,20132
002105,LICEO DEPARTAMENTAL INTEGRADO SAN ANTONIO,05364,JARDIN,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,46.04,44.82,43.32,46.22,41.32,44.75,51.31,47.87,9.28,7.81,11.89,7.76,8.24,7.38,7.07,9.17,85,20132
002147,COLEGIO MARIA AUXILIADORA,05376,LA CEJA,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,55.86,48.18,52.23,50.05,45.45,51.27,51.18,46.64,11.67,8.69,12.84,5.10,6.11,13.28,7.78,8.40,22,20132
002154,COLEGIO SALESIANO SANTO DOMINGO SAVIO,05376,LA CEJA,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,54.78,50.02,51.63,48.98,47.17,56.03,55.08,51.67,12.82,7.69,10.79,5.46,9.95,12.20,7.40,7.44,60,20132
002170,INSTITUCION EDUCATIVA BERNARDO URIBE LONDOÑO,05376,LA CEJA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,46.52,45.94,46.89,44.43,40.18,42.84,49.01,46.30,9.94,7.74,9.49,6.23,8.62,4.98,5.90,6.43,100,20132
002188,COLEGIO DE LA PRESENTACION,05380,LA ESTRELLA,ANTIOQUIA,A,NO OFICIAL,MAÑANA,47.03,46.68,45.61,47.58,44.13,51.06,52.35,48.03,9.38,7.67,8.83,6.49,7.82,9.54,6.56,6.52,31,20132
002196,INSTITUCION EDUCATIVA BERNARDO ARANGO MACIAS,05380,LA ESTRELLA,ANTIOQUIA,A,OFICIAL,TARDE,45.21,42.94,42.95,45.07,41.51,42.68,50.16,46.63,8.39,7.27,9.81,6.44,8.59,8.02,6.18,6.56,194,20132
002204,COLEGIO DIVINO SALVADOR,05380,LA ESTRELLA,ANTIOQUIA,A,NO OFICIAL,MAÑANA,49.11,47.85,47.19,47.79,43.02,51.55,52.19,48.57,8.47,8.57,10.20,7.57,10.04,15.84,7.40,7.63,47,20132
002220,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,05411,LIBORINA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,41.67,41.31,39.36,43.59,40.05,40.92,47.44,44.97,8.42,6.44,8.77,6.99,9.44,6.22,6.16,7.22,39,20132
002253,INSTITUCION EDUCATIVA FILIBERTO RESTREPO SIERRA,05425,MACEO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,42.20,41.63,43.75,43.73,40.73,41.84,47.49,41.90,10.28,7.24,11.30,8.30,8.56,6.06,6.97,7.05,51,20132
002261,COLEGIO NACIONAL SAN JOSE,05440,MARINILLA,ANTIOQUIA,A,OFICIAL,MAÑANA,48.01,45.69,42.30,46.11,39.59,41.69,49.32,46.03,8.91,6.13,8.89,6.03,8.26,6.66,6.62,7.36,71,20132
002279,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL SIMONA DUQUE,05440,MARINILLA,ANTIOQUIA,A,OFICIAL,MAÑANA,47.82,44.50,43.36,45.25,38.78,44.27,47.81,44.67,9.37,8.05,10.91,7.03,9.43,8.07,7.10,8.02,145,20132
002295,INSTITUCION EDUCATIVA NORMAL SUPERIOR RAFAEL MARIA GIRALDO,05440,MARINILLA,ANTIOQUIA,A,OFICIAL,MAÑANA,46.13,46.45,46.23,47.95,42.88,47.64,50.12,45.64,9.48,8.35,10.28,6.76,9.80,10.20,6.58,7.55,129,20132
002303,COLEGIO MARIANO J. VILLEGAS,05467,MONTEBELLO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,42.15,43.53,43.26,43.18,40.38,44.00,49.91,46.79,7.10,6.12,8.37,7.24,7.95,4.52,7.00,5.82,34,20132
002311,LICEO DEPARTAMENTAL INTEGRADO INMACULADA CONCEPCION,05483,NARIÑO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,42.79,41.43,42.07,41.18,41.32,45.25,48.50,45.18,11.20,10.52,10.59,7.39,6.86,8.98,7.42,6.21,28,20132
002329,INSTITUCION EDUCATIVA EL SALVADOR,05576,PUEBLORRICO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,44.00,44.71,44.58,44.23,38.94,42.92,46.38,42.85,8.52,6.66,10.45,5.24,7.00,5.21,6.87,5.86,48,20132
002337,INSTITUCION EDUCATIVA  ANTONIO NARIÑO,05579,PUERTO BERRIO,ANTIOQUIA,A,OFICIAL,MAÑANA,39.88,39.71,37.74,40.27,34.72,39.39,43.61,40.26,8.19,6.23,9.35,6.49,8.01,5.33,7.70,6.07,196,20132
002352,LICEO DEPARTAMENTAL IGNACIO YEPES YEPES,05604,REMEDIOS,ANTIOQUIA,A,OFICIAL,TARDE,41.38,40.83,40.55,41.72,35.56,40.17,44.06,41.29,7.36,6.58,7.61,6.30,10.02,8.02,5.95,6.16,82,20132
002360,COLEGIO DE LA PRESENTACION DE RIONEGRO,05615,RIONEGRO,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,56.41,53.68,51.03,53.08,50.51,65.19,56.84,52.52,13.37,9.23,9.96,8.96,9.12,17.34,6.79,10.44,73,20132
002378,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL SANTIAGO DE ARMA,05615,RIONEGRO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,54.85,51.94,51.12,48.97,44.63,49.78,51.07,49.14,10.67,8.44,10.03,6.56,9.63,12.92,5.81,6.76,94,20132
002402,INSTITUCION EDUCATIVA JOSEFINA MUÑOZ GONZALEZ,05615,RIONEGRO,ANTIOQUIA,A,OFICIAL,TARDE,46.80,45.21,46.08,45.98,41.69,48.75,49.99,45.91,8.83,7.62,9.69,5.52,8.71,9.25,6.27,6.77,204,20132
002410,INSTITUCION EDUCATIVA JOSE MARIA CORDOBA,05615,RIONEGRO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,46.31,45.87,46.24,45.21,42.05,41.89,48.64,45.12,9.97,7.66,8.20,6.88,7.86,6.95,6.42,7.37,103,20132
002428,COLEGIO EL CARMELO,05631,SABANETA,ANTIOQUIA,A,NO OFICIAL,MAÑANA,55.99,53.23,50.11,51.03,49.78,59.69,57.11,52.03,10.90,8.99,8.82,7.57,8.66,12.60,5.99,5.86,74,20132
002436,COLEGIO PADRE RAMON ARCILA RAMIREZ,05631,SABANETA,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,46.81,46.51,47.53,46.65,43.33,48.07,53.49,48.12,10.77,9.14,9.74,6.89,8.49,10.33,8.29,7.85,43,20132
002451,ASPAEN GIMNASIO LOS ALCAZARES,05631,SABANETA,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,68.25,62.50,61.55,60.11,56.27,81.07,60.07,62.64,11.81,10.75,11.24,8.05,11.56,11.91,6.15,7.49,44,20132
002469,INSTITUCION EDUCATIVA JOSE FELIX DE RESTREPO VELEZ,05631,SABANETA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,46.32,48.56,48.10,46.83,42.16,46.13,51.62,47.71,9.49,8.17,9.53,7.84,7.86,9.15,6.05,7.19,94,20132
002477,INSTITUCION EDUCATIVA JULIO RESTREPO,05642,SALGAR,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,43.28,41.87,40.34,42.00,37.82,41.72,45.49,41.67,7.70,6.65,8.82,6.05,8.88,6.35,6.96,6.43,87,20132
002485,INSTITUCION EDUCATIVA SAN ANDRES,05647,SAN ANDRES,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,46.19,45.38,44.46,45.08,42.04,40.62,48.73,43.92,7.42,6.63,9.66,6.61,7.91,4.39,7.46,6.01,26,20132
002493,INSTITUCION EDUCATIVA JOAQUIN CARDENAS GOMEZ,05649,SAN CARLOS,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,43.19,41.16,41.44,42.98,36.27,42.02,45.95,42.52,9.30,7.79,10.30,8.51,9.16,7.92,5.89,7.94,64,20132
002501,ESCUELA NORMAL SUPERIOR GENOVEVA DIAZ,05656,SAN JERONIMO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,42.74,42.55,42.27,43.56,36.17,43.68,46.32,43.71,8.40,6.96,9.84,6.82,9.39,9.67,6.83,6.63,66,20132
002519,COLEGIO FRANCISCO ABEL GALLEGO,05658,SAN JOSE DE LA MONTAÑA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,46.12,43.00,43.94,42.67,40.82,42.45,47.58,45.55,8.57,8.13,8.55,7.10,9.85,9.10,6.25,7.46,33,20132
002527,LICEO DEPARTAMENTAL SAN LUIS,05660,SAN LUIS,ANTIOQUIA,A,OFICIAL,TARDE,45.66,43.90,42.61,44.71,38.08,42.86,46.05,44.05,9.33,6.85,10.18,5.92,8.43,6.17,6.28,6.89,59,20132
002535,INSTITUCION EDUCATIVA PIO XII,05664,SAN PEDRO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,45.61,46.09,46.97,45.42,39.42,43.24,49.21,45.88,11.63,7.40,9.98,7.58,9.69,7.58,6.56,7.94,104,20132
002543,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SEÑOR DE LOS MILAGROS,05664,SAN PEDRO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,46.55,44.18,46.71,45.77,40.47,42.42,47.90,45.51,8.30,7.49,9.71,7.57,7.96,7.74,6.52,7.64,78,20132
002568,INSTITUCION EDUCATIVA SAN RAFAEL,05667,SAN RAFAEL,ANTIOQUIA,A,OFICIAL,MAÑANA,44.26,43.41,43.87,45.06,40.36,45.49,47.76,44.24,8.22,6.49,9.14,5.84,9.21,8.50,6.70,8.32,87,20132
002576,INSTITUCION EDUCATIVA PRESBITERO ABRAHAM JARAMILLO,05670,SAN ROQUE,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,43.45,43.09,37.15,43.24,36.33,40.48,47.12,41.79,9.41,8.08,12.26,7.04,6.47,6.81,7.36,6.69,33,20132
002618,COLEGIO CARDENAL ANIBAL MUÑOZ DUQUE,05686,SANTA ROSA DE OSOS,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,44.08,44.10,43.21,44.93,41.02,40.67,48.62,45.67,9.05,6.80,9.11,6.41,7.30,4.89,6.51,7.75,147,20132
002626,INSTITUCION EDUCATIVA RURAL MONSEÑOR MIGUEL ANGEL BUILES,05686,SANTA ROSA DE OSOS,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,50.75,47.19,43.56,43.13,39.06,44.13,47.00,47.69,9.06,9.73,13.19,8.35,9.41,8.65,7.07,9.86,16,20132
002634,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR PEDRO JUSTO BERRIO,05686,SANTA ROSA DE OSOS,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,48.03,49.97,48.86,49.17,45.57,52.05,51.26,46.81,10.40,7.50,9.93,7.21,8.96,9.59,7.49,7.30,58,20132
002659,INSTITUCION EDUCATIVA TOMAS CARRASQUILLA,05690,SANTO DOMINGO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,45.63,44.22,40.94,42.72,38.75,40.41,47.63,43.78,9.98,7.04,10.99,6.00,9.19,6.95,8.04,7.16,32,20132
002675,INSTITUCION EDUCATIVA PRESBITERO LUIS RODOLFO GOMEZ,05697,SANTUARIO,ANTIOQUIA,A,OFICIAL,TARDE,46.08,43.26,43.13,44.53,42.01,46.80,50.35,45.20,10.25,7.34,10.71,6.81,8.53,8.63,6.08,8.15,106,20132
002683,COLEGIO MARIA AUXILIADORA DE EL SANTUARIO,05697,SANTUARIO,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,47.56,46.80,46.63,46.95,44.46,47.66,51.85,47.24,9.87,9.48,10.88,8.42,9.34,9.92,8.18,8.20,41,20132
002691,COLEGIO LIBORIO BATALLER,05736,SEGOVIA,ANTIOQUIA,A,OFICIAL,MAÑANA,43.04,39.77,36.70,41.84,35.16,39.29,44.36,37.99,8.28,5.55,10.75,6.73,7.59,5.20,5.73,5.75,70,20132
002717,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO ALVAREZ RESTREPO,05756,SONSON,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,45.76,45.18,42.60,45.67,39.49,43.80,46.38,44.49,8.87,6.97,11.70,5.97,8.69,5.36,7.70,7.42,45,20132
002733,INSTITUCION EDUCATIVA BRAULIO MEJIA,05756,SONSON,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,41.56,39.03,38.69,40.97,39.31,42.62,46.85,43.85,6.62,6.99,7.66,5.29,7.62,6.90,4.23,6.82,39,20132
002741,INSTITUCION EDUCATIVA TÉCNICO AGROPECUARIO Y EN SALUD DE SONSON,05756,SONSON,ANTIOQUIA,A,OFICIAL,MAÑANA,43.12,44.63,43.35,44.14,39.98,43.63,48.98,45.84,10.17,8.14,9.00,6.25,8.04,6.02,6.86,5.34,51,20132
002766,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SANTA TERESITA,05761,SOPETRAN,ANTIOQUIA,A,OFICIAL,MAÑANA,42.25,42.14,40.70,41.78,39.23,42.39,46.86,43.62,8.41,6.94,10.48,6.83,8.86,5.36,6.50,7.38,69,20132
002774,INSTITUCION EDUCATIVA JOSE MARIA VILLA,05761,SOPETRAN,ANTIOQUIA,A,OFICIAL,MAÑANA,43.13,42.51,42.61,42.56,36.47,39.53,45.53,42.21,9.08,7.10,9.33,6.80,6.87,6.43,6.78,6.27,70,20132
002782,INSTITUCION EDUCATIVA AGRICOLA VICTOR MANUEL OROZCO,05789,TAMESIS,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,41.23,44.90,45.56,45.18,41.72,41.59,47.64,46.90,9.37,7.37,9.66,5.88,7.65,4.80,6.54,7.00,39,20132
002790,INSTITUCION EDUCATIVA SAN ANTONIO DE PADUA,05789,TAMESIS,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,45.26,45.25,45.97,45.07,40.87,43.36,48.41,46.48,10.35,6.50,9.78,6.64,7.90,6.67,5.43,6.46,69,20132
002808,INSTITUCION EDUCATIVA SANTO TOMAS DE AQUINO,05809,TITIRIBI,ANTIOQUIA,A,OFICIAL,MAÑANA,43.17,42.76,41.09,43.38,38.74,41.98,46.41,42.07,10.12,9.92,11.23,6.85,10.44,9.04,7.58,9.04,58,20132
002824,I. E. ESCUELA NORMAL SUPERIOR SAGRADA FAMILIA,05847,URRAO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,46.25,44.02,43.00,44.73,41.20,44.17,48.61,44.25,7.95,7.68,10.86,7.72,8.71,8.85,6.66,7.57,84,20132
002832,INSTITUCION EDUCATIVA MONSEÑOR J IVAN CADAVID GUTIERREZ,05847,URRAO,ANTIOQUIA,A,OFICIAL,TARDE,43.88,43.17,41.36,43.59,39.35,40.51,46.40,42.70,10.45,6.66,9.90,8.13,7.77,6.25,6.25,7.08,105,20132
002840,COLEGIO RAFAEL URIBE URIBE,05856,VALPARAISO,ANTIOQUIA,A,OFICIAL,MAÑANA,44.02,41.78,44.20,44.18,39.51,42.47,48.80,42.62,8.87,6.01,8.41,5.34,7.49,6.48,5.26,7.01,45,20132
002865,INSTITUCION EDUCATIVA SAN JOSE DE VENECIA,05861,VENECIA,ANTIOQUIA,A,OFICIAL,MAÑANA,42.62,42.28,41.64,42.64,39.53,43.60,46.88,42.81,8.42,6.93,9.08,7.79,7.25,5.82,5.99,7.30,58,20132
002881,COLEGIO DE MARIA,05887,YARUMAL,ANTIOQUIA,A,OFICIAL,TARDE,43.45,43.21,42.97,43.40,37.98,42.44,46.81,44.37,8.32,5.67,8.64,6.65,7.97,5.13,5.67,6.31,227,20132
002899,INSTITUCION EDUCATIVA SAN LUIS,05887,YARUMAL,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,47.91,44.19,44.11,46.40,40.44,41.73,49.01,45.73,9.93,7.05,10.92,6.77,8.34,4.84,5.46,8.07,98,20132
002907,ESCUELA NORMAL LA MERCED,05887,YARUMAL,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,40.86,40.81,40.19,43.52,38.67,41.62,48.38,43.67,8.73,7.11,9.35,5.60,8.03,6.97,4.62,6.48,21,20132
002915,LICEO EDUARDO AGUILAR VELEZ,05890,YOLOMBO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,45.47,41.40,39.79,43.11,38.18,41.01,46.86,41.21,9.10,7.95,11.75,7.38,8.87,5.94,7.18,6.40,72,20132
002923,INSTITUCION EDUCATIVA SANTO CRISTO DE ZARAGOZA,05895,ZARAGOZA,ANTIOQUIA,A,OFICIAL,MAÑANA,41.43,41.23,39.78,41.45,35.41,40.63,44.05,40.95,8.91,6.51,10.34,7.06,7.90,4.38,7.84,6.43,97,20132
002931,INSTITUCION EDUCATIVA EL BAGRE,05250,EL BAGRE,ANTIOQUIA,A,OFICIAL,MAÑANA,42.27,41.36,38.79,41.33,37.18,38.66,43.16,40.19,6.60,6.42,8.49,6.41,6.99,7.33,5.75,7.17,67,20132
